title,institution,level,language,n_enrolled,price,price_certificate
Unconscious Bias: From Awareness to Action,Catalyst,Introductory,English,"26,659",FREE-Add a Verified Certificate for $49 USD,49.0
Cybersecurity for Critical Urban Infrastructure,Massachusetts Institute of Technology,Advanced,English,"5,306",FREE-Add a Verified Certificate for $100 USD,100.0
"Agile Process, Project, and Program Controls","The University of Maryland, College Park-University System of Maryland",Advanced,English,"16,339",FREE-Add a Verified Certificate for $199 USD,199.0
Risk Management in Development Projects,Inter-American Development Bank,Intermediate,English,"13,263",FREE-Add a Verified Certificate for $25 USD,25.0
"Pintura europea: Leonardo, Rembrandt, Goya",Universidad Carlos III de Madrid,Introductory,Español,"32,635",FREE-Add a Verified Certificate for $29 USD,29.0
Risk & Return,Columbia University,Introductory,English,"21,970",FREE-Add a Verified Certificate for $225 USD,225.0
Project Management of Engineering Projects: Preparing for Success,Delft University of Technology,Intermediate,English,"42,834",FREE-Add a Verified Certificate for $99 USD,99.0
Supply Chain Dynamics,Massachusetts Institute of Technology,Advanced,English,"75,464",FREE-Add a Verified Certificate for $299 USD,299.0
AWS Developer: Building on AWS,Amazon Web Services,Advanced,English,"54,249",FREE-Add a Verified Certificate for $149 USD,149.0
Financial Accounting Made Fun: Eliminating Your Fears,Babson College,Introductory,English,"36,787",FREE-Add a Verified Certificate for $199 USD,199.0
PredictionX: John Snow and the Cholera Epidemic of 1854,Harvard University,Introductory,English,"17,713",FREE-Add a Verified Certificate for $25 USD,25.0
Gestión de operaciones,Universidad Nacional de Córdoba,Introductory,Español,"9,512",FREE-Add a Verified Certificate for $119 USD,119.0
Microeconomics & Business,Doane University,Introductory,English,"10,962",FREE-Add a Verified Certificate for $79 USD,79.0
Inteligencia artificial: Chatbots sin programación,IBM,Introductory,Español,"5,001",FREE-Add a Verified Certificate for $49 USD,49.0
Diseño e innovación de modelo de negocios,Tecnológico de Monterrey,Advanced,Español,"7,180",FREE-Add a Verified Certificate for $99 USD,99.0
Unlocking Investment and Finance in Emerging Markets and Developing Economies (EMDEs),World Bank Group,Introductory,English,"29,171",FREE-Add a Verified Certificate for $5 USD,5.0
Business Communication,Rochester Institute of Technology,Introductory,English,0,FREE-Add a Verified Certificate for $199 USD,199.0
Gestão de riscos em projetos,Inter-American Development Bank,Intermediate,Português,"8,771",FREE-Add a Verified Certificate for $25 USD,25.0
Vocal Recording Technology,Berklee College of Music,Introductory,English,"52,369",FREE-Add a Verified Certificate for $49 USD,49.0
Agua 2.0: empresas eficientes para el siglo XXI,Inter-American Development Bank,Introductory,Español,0,FREE-Add a Verified Certificate for $25 USD,25.0
IoT Sensors and Devices,Curtin University,Introductory,English,"33,072",FREE-Add a Verified Certificate for $199 USD,199.0
Introducción a las tecnologías para la Educación,Universitat Politècnica de Valencia,Introductory,Español,"31,533",FREE-Add a Verified Certificate for $49 USD,49.0
Fundamentos de la guitarra eléctrica y acústica,Berklee College of Music,Introductory,Español,"13,124",FREE-Add a Verified Certificate for $49 USD,49.0
e-Learning on Digital Agriculture,World Bank Group,Introductory,English,"6,238",FREE-Add a Verified Certificate for $5 USD,5.0
Exploring GraphQL: A Query Language for APIs,The Linux Foundation,Introductory,English,"9,503",FREE-Add a Verified Certificate for $149 USD,149.0
EmSAT English Preparation - Level 2,United Arab Emirates University,Intermediate,English,"7,346",FREE-Add a Verified Certificate for $49 USD,49.0
The Data Science Method,IBM,Introductory,English,"7,868",FREE-Add a Verified Certificate for $39 USD,39.0
"Plato, Socrates, and the Birth of Western Philosophy | 西方哲学精神探源",Tsinghua University,Introductory,English,"21,291",FREE-Add a Verified Certificate for $49 USD,49.0
"Cosmic Rays, Dark Matter, and the Mysteries of the Universe",Waseda University,Intermediate,English,"12,888",FREE-Add a Verified Certificate for $49 USD,49.0
Macroeconomic Diagnostics,The International Monetary Fund,Intermediate,English,"23,408",FREE-Add a Verified Certificate for $25 USD,25.0
BioStatistics,Doane University,Introductory,English,"14,937",FREE-Add a Verified Certificate for $79 USD,79.0
Results-Based Project Management: Monitoring and Evaluation,Wits University,Intermediate,English,"32,810",FREE-Add a Verified Certificate for $199 USD,199.0
Estrategias y estilos de negociación,Tecnológico de Monterrey,Introductory,Español,"12,639",FREE-Add a Verified Certificate for $149 USD,149.0
Políticas efectivas de desarrollo infantil,Inter-American Development Bank,Intermediate,Español,"64,387",FREE-Add a Verified Certificate for $25 USD,25.0
Alzheimer’s Disease & Dementia Care,Salisbury University-University System of Maryland,Intermediate,English,"5,763",FREE-Add a Verified Certificate for $49 USD,49.0
Understanding Classroom Interaction,University of Pennsylvania,Introductory,English,"27,114",FREE-Add a Verified Certificate for $49 USD,49.0
Sign Language Science: Emergence and Evolution of Sign Language,Georgetown University,Introductory,English,"8,313",FREE-Add a Verified Certificate for $99 USD,99.0
International Humanitarian Law,Université catholique de Louvain,Advanced,English,"31,419",FREE-Add a Verified Certificate for $150 USD,150.0
"Educación de calidad para todos: equidad, inclusión y atención a la diversidad",Universidad Autónoma de Madrid,Introductory,Español,"25,111",FREE-Add a Verified Certificate for $49 USD,49.0
Introduction to Astrophysics,École polytechnique fédérale de Lausanne,Introductory,English,"20,802",FREE-Add a Verified Certificate for $139 USD,139.0
Epidemics I,University of Hong Kong,Introductory,English,"10,618",FREE-Add a Verified Certificate for $139 USD,139.0
Introducción a la genética y la evolución,Universidad Autónoma de Madrid,Introductory,Español,"15,297",FREE-Add a Verified Certificate for $49 USD,49.0
Fundamentals of Macroeconomics,Universidad Carlos III de Madrid,Introductory,English,"17,820",FREE-Add a Verified Certificate for $129 USD,129.0
"Blockchain and FinTech: Basics, Applications, and Limitations",University of Hong Kong,Introductory,English,"22,011",FREE-Add a Verified Certificate for $199 USD,199.0
Molecular Biology - Part 2: Transcription and Transposition,Massachusetts Institute of Technology,Advanced,English,"18,168",FREE-Add a Verified Certificate for $99 USD,99.0
"One Planet, One Ocean",SDG Academy,Intermediate,English,"12,166",FREE-Add a Verified Certificate for $49 USD,49.0
Reputation Management in a Digital World,Curtin University,Intermediate,English,"39,672",FREE-Add a Verified Certificate for $99 USD,99.0
Google Ads: publicidad efectiva,Universidad Galileo,Introductory,Español,"12,084",FREE-Add a Verified Certificate for $49 USD,49.0
Introducción a la energía solar fotovoltaica: El módulo fotovoltaico,Universitat Politècnica de Valencia,Intermediate,Español,"14,673",FREE-Add a Verified Certificate for $50 USD,50.0
Computer Vision Fundamentals with Watson and OpenCV,IBM,Introductory,English,"7,032",FREE-Add a Verified Certificate for $99 USD,99.0
Japanese Business Management,Waseda University,Intermediate,English,"14,852",FREE-Add a Verified Certificate for $129 USD,129.0
Introduction to Cloud Computing,IBM,Introductory,English,0,FREE-Add a Verified Certificate for $49 USD,49.0
Fundamentos de logística,LOGYCA,Introductory,Español,"7,397",FREE-Add a Verified Certificate for $29 USD,29.0
Sustainable Urban Development,Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University,Introductory,English,"45,760",FREE-Add a Verified Certificate for $50 USD,50.0
Introduction to Biomedical Imaging,The University of Queensland,Introductory,English,"56,485",FREE-Add a Verified Certificate for $99 USD,99.0
Introducción a la programación en Java: empezando a programar,Universidad Carlos III de Madrid,Introductory,Español,"23,321",FREE-Add a Verified Certificate for $49 USD,49.0
"Circuits and Electronics 2: Amplification, Speed, and Delay",Massachusetts Institute of Technology,Intermediate,English,"9,665",FREE-Add a Verified Certificate for $169 USD,169.0
China’s Political and Intellectual Foundations: From Sage Kings to Confucius,Harvard University,Introductory,English,"47,083",FREE-Add a Verified Certificate for $139 USD,139.0
Introduction to DevOps and Site Reliability Engineering,The Linux Foundation,Introductory,English,"8,697",FREE-Add a Verified Certificate for $149 USD,149.0
SQL aplicado en la  ciencia de datos,IBM,Introductory,Español,0,FREE-Add a Verified Certificate for $39 USD,39.0
Sign Language Science: Factors Contributing to Nature Structure,Georgetown University,Introductory,English,0,FREE-Add a Verified Certificate for $99 USD,99.0
Gender and Intersectionality,The University of Iceland,Introductory,English,0,FREE-Add a Verified Certificate for $50 USD,50.0
Digital Transformation in Business,"The University of Maryland, College Park-University System of Maryland",Advanced,English,"10,118",FREE-Add a Verified Certificate for $214 USD,214.0
Designing and Creating Trousers,The Hong Kong Polytechnic University,Introductory,English,"7,544",FREE-Add a Verified Certificate for $99 USD,99.0
Introducción a la teoría política: conceptos y grandes pensadores,Università degli Studi di Napoli Federico II,Introductory,Español,"11,741",FREE-Add a Verified Certificate for $59 USD,59.0
"Human Rights, Human Wrongs: Challenging Poverty, Vulnerability and Social Exclusion",SDG Academy,Intermediate,English,"11,426",FREE-Add a Verified Certificate for $49 USD,49.0
Industry 4.0: How to Revolutionize your Business,The Hong Kong Polytechnic University,Introductory,English,"28,404",FREE-Add a Verified Certificate for $50 USD,50.0
Desafíos y oportunidades en la economía digital,Inter-American Development Bank,Introductory,Español,"47,792",FREE-Add a Verified Certificate for $25 USD,25.0
Pensamiento crítico: toma de decisiones razonadas,Tecnológico de Monterrey,Introductory,Español,"16,853",FREE-Add a Verified Certificate for $149 USD,149.0
"MathTrackX: Polynomials, Functions and Graphs",University of Adelaide,Introductory,English,0,FREE-Add a Verified Certificate for $79 USD,79.0
Sustainable Food Security: Crop Production,Wageningen University & Research,Intermediate,English,"35,367",FREE-Add a Verified Certificate for $49 USD,49.0
Network and Security Foundations,Western Governors University,Introductory,English,"7,301",FREE-Add a Verified Certificate for $299.70 USD,299.7
Cannabis Cultivation and Processing,Doane University,Introductory,English,"7,419",FREE-Add a Verified Certificate for $179 USD,179.0
"Data, Models and Decisions in Business Analytics",Columbia University,Advanced,English,"36,289",FREE-Add a Verified Certificate for $249 USD,249.0
Data Structures Fundamentals,"The University of California, San Diego",Intermediate,English,"42,381",FREE-Add a Verified Certificate for $99 USD,99.0
Shaping Work of the Future,Massachusetts Institute of Technology,Introductory,English,"22,246",FREE-Add a Verified Certificate for $49 USD,49.0
Introducción a la robótica e industria 4.0,Universidades Anáhuac,Introductory,Español,"7,056",FREE-Add a Verified Certificate for $49 USD,49.0
Fighting for Equality: 1950–2018,Columbia University,Intermediate,English,"9,274",FREE-Add a Verified Certificate for $50 USD,50.0
"Design Thinking: Ideation, Iteration and Communication",Rochester Institute of Technology,Intermediate,English,"14,629",FREE-Add a Verified Certificate for $299 USD,299.0
Negotiation Strategies and Styles,Tecnológico de Monterrey,Intermediate,English,0,FREE-Add a Verified Certificate for $149 USD,149.0
Crear música con tecnología,Berklee College of Music,Introductory,Español,"10,961",FREE-Add a Verified Certificate for $49 USD,49.0
Análisis de datos: Diseño y Visualización de Tableros,Delft University of Technology,Intermediate,Español,"18,368",FREE-Add a Verified Certificate for $49 USD,49.0
Comunicación estratégica: gestión de crisis e imagen pública,Pontificia Universidad Javeriana,Introductory,Español,"7,017",FREE-Add a Verified Certificate for $49 USD,49.0
"Understanding Agribusiness, Value Chains, and Consumers in Global Food Systems",University of Adelaide,Intermediate,English,"14,052",FREE-Add a Verified Certificate for $199 USD,199.0
Unlocking Information Security: Part II,IsraelX-Tel Aviv University,Intermediate,English,"6,426",FREE-Add a Verified Certificate for $149 USD,149.0
Human Rights Defenders,Amnesty International,Introductory,English,"27,338",FREE-Add a Verified Certificate for $49 USD,49.0
Product Design: The Delft Design Approach,Delft University of Technology,Intermediate,English,"87,539",FREE-Add a Verified Certificate for $79 USD,79.0
Introduction to Psychology | 心理学概论,Tsinghua University,Introductory,中文,"30,731",FREE-Add a Verified Certificate for $139 USD,139.0
Circuits and Electronics 3: Applications,Massachusetts Institute of Technology,Intermediate,English,"9,347",FREE-Add a Verified Certificate for $169 USD,169.0
Vaccines: from smallpox to technologies of the future,KU Leuven University,Intermediate,English,"6,166",FREE-Add a Verified Certificate for $49 USD,49.0
Le management,HEC Montréal,Introductory,Français,"6,273",FREE-Add a Verified Certificate for $149 USD,149.0
Circular Economy for a Sustainable Built Environment,Delft University of Technology,Intermediate,English,"8,032",FREE-Add a Verified Certificate for $50 USD,50.0
Agile Innovation and Problem Solving Skills,"The University of Maryland, College Park-University System of Maryland",Advanced,English,"12,667",FREE-Add a Verified Certificate for $199 USD,199.0
International Investment Law,Université catholique de Louvain,Advanced,English,"23,335",FREE-Add a Verified Certificate for $150 USD,150.0
Animation and CGI Motion,Columbia University,Advanced,English,"36,827",FREE-Add a Verified Certificate for $249 USD,249.0
Terrorism and Counterterrorism,Georgetown University,Introductory,English,"28,580",FREE-Add a Verified Certificate for $49 USD,49.0
Découvrir le marketing,Université catholique de Louvain,Intermediate,Français,"30,030",FREE-Add a Verified Certificate for $150 USD,150.0
Solar Energy: Photovoltaic (PV) Energy Conversion,Delft University of Technology,Advanced,English,"38,041",FREE-Add a Verified Certificate for $250 USD,250.0
Introduction to Actuarial Science,Australian National University,Introductory,English,"52,667",FREE-Add a Verified Certificate for $49 USD,49.0
PredictionX: Lost Without Longitude,Harvard University,Introductory,English,"9,114",FREE-Add a Verified Certificate for $49 USD,49.0
Information Technology Foundations,Western Governors University,Introductory,English,"6,388",FREE-Add a Verified Certificate for $399.60 USD,399.6
Introducción a la Inteligencia Artificial de Watson,IBM,Introductory,Español,0,FREE-Add a Verified Certificate for $49 USD,49.0
Dealing with Power and Dynamics: Discover Your Leadership Style and Influence Stakeholders,Delft University of Technology,Intermediate,English,"16,013",FREE-Add a Verified Certificate for $125 USD,125.0
Instructional Design and Technology: Learning Theories,University System of Maryland-University of Maryland Global Campus,Intermediate,English,"21,296",FREE-Add a Verified Certificate for $299 USD,299.0
"Algorithms: Design and Analysis, Part 2",Stanford University,Intermediate,English,0,FREE-Add a Verified Certificate for $149 USD,149.0
The Math of Data Science: Linear Algebra,Rice University,Intermediate,English,"6,746",FREE-Add a Verified Certificate for $159 USD,159.0
Introducción al quirófano,Universidades Anáhuac,Intermediate,Español,0,FREE-Add a Verified Certificate for $49 USD,49.0
The Hardware of a Quantum Computer,Delft University of Technology,Intermediate,English,"20,052",FREE-Add a Verified Certificate for $79 USD,79.0
Grabar y mezclar música,Berklee College of Music,Introductory,Español,"10,856",FREE-Add a Verified Certificate for $49 USD,49.0
Leadership focused on Human Flourishing,Tecnológico de Monterrey,Intermediate,English,0,FREE-Add a Verified Certificate for $149 USD,149.0
Automata Theory,Stanford University,Advanced,English,0,FREE-Add a Verified Certificate for $129 USD,129.0
¡Conceptos básicos de Python para Data Science!,IBM,Introductory,Español,0,FREE-Add a Verified Certificate for $49 USD,49.0
Herramientas para el Análisis de Big Data,Tecnológico de Monterrey,Intermediate,Español,"8,118",FREE-Add a Verified Certificate for $49 USD,49.0
Foundations of Central Bank Law,The International Monetary Fund,Intermediate,English,"6,169",FREE-Add a Verified Certificate for $25 USD,25.0
C Programming: Modular Programming and Memory Management,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,English,"18,690",FREE-Add a Verified Certificate for $49 USD,49.0
Enseñanza temprana de matemáticas y ciencias,Inter-American Development Bank,Introductory,Español,"8,250",FREE-Add a Verified Certificate for $25 USD,25.0
Entrepreneurship 102: What can you do for your customer?,Massachusetts Institute of Technology,Introductory,English,"11,275",FREE-Add a Verified Certificate for $49 USD,49.0
Italian Language and Culture: Advanced (2019-2020),Wellesley College,Advanced,Italiano,"24,667",FREE-Add a Verified Certificate for $49 USD,49.0
Introduction to Marketing,The University of Edinburgh,Introductory,English,0,FREE-Add a Verified Certificate for $149 USD,149.0
Origins of the Human Mind,Kyoto University,Introductory,English,"11,812",FREE-Add a Verified Certificate for $49 USD,49.0
Introduction to Geometry,SchoolYourself,Introductory,English,"61,824",FREE-Add a Verified Certificate for $50 USD,50.0
The Future of Work: Preparing for Disruption,World Bank Group,Introductory,English,"43,125",FREE-Add a Verified Certificate for $5 USD,5.0
Clinical Reasoning Process,Université de Montréal,Introductory,English,"5,367",FREE-Add a Verified Certificate for $149 USD,149.0
Datos para la efectividad de las políticas públicas,Inter-American Development Bank,Introductory,Español,"80,425",FREE-Add a Verified Certificate for $25 USD,25.0
Media Law,New York University,Introductory,English,"7,253",FREE-Add a Verified Certificate for $249 USD,249.0
Líderes para la Gestión en Seguridad Ciudadana y Justicia,Inter-American Development Bank,Intermediate,Español,"12,826",FREE-Add a Verified Certificate for $25 USD,25.0
"Diseña, fabrica y programa tu propio robot",Universitat Politècnica de Valencia,Introductory,Español,"25,024",FREE-Add a Verified Certificate for $75 USD,75.0
Pivoting to Online Teaching: Research and Practitioner Perspectives,University of Texas at Arlington,Introductory,English,"5,289",FREE-Add a Verified Certificate for $139 USD,139.0
Circular Economy: An Interdisciplinary Approach,Wageningen University & Research,Advanced,English,"10,281",FREE-Add a Verified Certificate for $149 USD,149.0
Calculus 1B: Integration,Massachusetts Institute of Technology,Intermediate,English,"44,669",FREE-Add a Verified Certificate for $100 USD,100.0
Algorithmic Design and Techniques,"The University of California, San Diego",Intermediate,English,"40,620",FREE-Add a Verified Certificate for $99 USD,99.0
Drinking Water Treatment,Delft University of Technology,Intermediate,English,"51,918",FREE-Add a Verified Certificate for $50 USD,50.0
Fundamentos de información financiera y contable,Universidades Anáhuac,Intermediate,Español,"7,789",FREE-Add a Verified Certificate for $49 USD,49.0
Les principes de la finance,Université catholique de Louvain,Intermediate,Français,"44,037",FREE-Add a Verified Certificate for $150 USD,150.0
Music Technology Foundations,University of Adelaide,Introductory,English,"34,550",FREE-Add a Verified Certificate for $169 USD,169.0
The Entrepreneurial Mindset,Babson College,Introductory,English,"31,077",FREE-Add a Verified Certificate for $149 USD,149.0
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",The University of Michigan,Introductory,English,"26,453",FREE-Add a Verified Certificate for $49 USD,49.0
Risk Management and Credit Principles,NYIF,Advanced,English,"9,028",FREE-Add a Verified Certificate for $199 USD,199.0
Steps in Japanese for Beginners1 Part3,Waseda University,Introductory,English,"6,169",FREE-Add a Verified Certificate for $99 USD,99.0
Structural Materials: Selection and Economics,Massachusetts Institute of Technology,Introductory,English,"9,752",FREE-Add a Verified Certificate for $50 USD,50.0
Algorithm Design and Analysis,University of Pennsylvania,Intermediate,English,"39,137",FREE-Add a Verified Certificate for $149 USD,149.0
Estructuras de Datos con Python,The University of Michigan,Introductory,Español,0,FREE-Add a Verified Certificate for $49 USD,49.0
Mandarin Chinese for Business,MandarinX,Intermediate,English,"12,384",FREE-Add a Verified Certificate for $149 USD,149.0
Bases Matemáticas: Números y terminología,Universitat Politècnica de Valencia,Intermediate,Español,"26,060",FREE-Add a Verified Certificate for $50 USD,50.0
Arab-Islamic History: From Tribes to Empires,IsraelX-Tel Aviv University,Introductory,English,"17,321",FREE-Add a Verified Certificate for $149 USD,149.0
Human-Computer Interaction I: Fundamentals & Design Principles,The Georgia Institute of Technology,Introductory,English,"9,010",FREE-Add a Verified Certificate for $99 USD,99.0
Modeling and simulation of multibody systems,Université catholique de Louvain,Intermediate,English,0,FREE-Add a Verified Certificate for $50 USD,50.0
The Science of Parenting,"The University of California, San Diego",Introductory,English,"37,538",FREE-Add a Verified Certificate for $49 USD,49.0
Inclusive Teaching: Supporting All Students in the College Classroom,Columbia University,Introductory,English,"9,899",FREE-Add a Verified Certificate for $49 USD,49.0
Analytics for Decision Making,Babson College,Introductory,English,"31,031",FREE-Add a Verified Certificate for $249 USD,249.0
Principios de Análisis e Instrumentos Financieros,Universidades Anáhuac,Intermediate,Español,0,FREE-Add a Verified Certificate for $49 USD,49.0
Energy Principles and Renewable Energy,The University of Queensland,Advanced,English,"19,520",FREE-Add a Verified Certificate for $375 USD,375.0
DNA: Biology’s Genetic Code,Rice University,Intermediate,English,"35,162",FREE-Add a Verified Certificate for $169 USD,169.0
Music For Wellness,Berklee College of Music,Introductory,English,"19,728",FREE-Add a Verified Certificate for $49 USD,49.0
Mining Massive Datasets,Stanford University,Advanced,English,"5,311",FREE-Add a Verified Certificate for $149 USD,149.0
Introduction to Electrical and Electronic Engineering - 電気電子工学入門 -,Tokyo Institute of Technology,Introductory,English,"25,041",FREE-Add a Verified Certificate for $50 USD,50.0
A travel by Spanish America: Spanish for beginners,Universidad del Rosario,Introductory,Español,0,FREE-Add a Verified Certificate for $49 USD,49.0
Introducción a la Inteligencia Artificial,Universidades Anáhuac,Introductory,Español,"11,184",FREE-Add a Verified Certificate for $49 USD,49.0
Introducción a la Inteligencia Artificial: Principales Algoritmos,Universidad Galileo,Introductory,Español,0,FREE-Add a Verified Certificate for $49 USD,49.0
Digital Security and Human Rights,Amnesty International,Introductory,English,"11,443",FREE-Add a Verified Certificate for $49 USD,49.0
Critical thinking: reasoned decision making,Tecnológico de Monterrey,Introductory,English,"6,923",FREE-Add a Verified Certificate for $149 USD,149.0
Introduction to the Internet of Things,Universitat Politècnica de Valencia,Introductory,English,"7,581",FREE-Add a Verified Certificate for $50 USD,50.0
Trading - Fundamentals of Technical Analysis,NYIF,Introductory,English,0,FREE-Add a Verified Certificate for $199 USD,199.0
Riñones: conoce sus funciones para mejorar tu salud y calidad de vida,Universidad Autónoma de Madrid,Introductory,Español,"20,261",FREE-Add a Verified Certificate for $49 USD,49.0
Design Thinking: Empathizing to Understand the Problem,Rochester Institute of Technology,Intermediate,English,"13,340",FREE-Add a Verified Certificate for $299 USD,299.0
Storytelling in the Workplace,Rochester Institute of Technology,Introductory,English,0,FREE-Add a Verified Certificate for $199 USD,199.0
Marketing Analytics: Price and Promotion Analytics,"University of California, Berkeley",Intermediate,English,"41,021",FREE-Add a Verified Certificate for $249 USD,249.0
Implementation of Data Structures,IITBombay,Intermediate,English,"27,761",FREE-Add a Verified Certificate for $149 USD,149.0
Activism and Citizen Journalism through Media,Wits University,Introductory,English,"7,460",FREE-Add a Verified Certificate for $49 USD,49.0
Electric and Conventional Vehicles,Chalmers University of Technology,Advanced,English,"22,089",FREE-Add a Verified Certificate for $249 USD,249.0
Big Data Fundamentals,University of Adelaide,Intermediate,English,"40,106",FREE-Add a Verified Certificate for $199 USD,199.0
Sustainable Food Security: The value of systems thinking,Wageningen University & Research,Introductory,English,"26,600",FREE-Add a Verified Certificate for $49 USD,49.0
Knowledge Management and Big Data in Business,The Hong Kong Polytechnic University,Introductory,English,"69,064",FREE-Add a Verified Certificate for $50 USD,50.0
Uso efectivo del tiempo,Pontificia Universidad Javeriana,Introductory,Español,"6,409",FREE-Add a Verified Certificate for $49 USD,49.0
C Programming: Pointers and Memory Management,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,English,"19,171",FREE-Add a Verified Certificate for $49 USD,49.0
Astrophysics: The Violent Universe,Australian National University,Intermediate,English,"65,711",FREE-Add a Verified Certificate for $50 USD,50.0
Landscape Ecology,ETH Zurich,Intermediate,English,"8,644",FREE-Add a Verified Certificate for $50 USD,50.0
IoT Programming and Big Data,Curtin University,Introductory,English,"21,591",FREE-Add a Verified Certificate for $199 USD,199.0
AWS: Getting Started with Cloud Security,Amazon Web Services,Introductory,English,"8,192",FREE-Add a Verified Certificate for $49 USD,49.0
Introducción a la gravedad cuántica de lazos,Universidad Nacional de Córdoba,Introductory,Español,"7,360",FREE-Add a Verified Certificate for $50 USD,50.0
Introduction to the Music Business,Berklee College of Music,Introductory,English,"46,607",FREE-Add a Verified Certificate for $49 USD,49.0
Introducción a la programación en C: Tipos de datos y estructuras,Universidad Autónoma de Madrid,Introductory,Español,"13,480",FREE-Add a Verified Certificate for $49 USD,49.0
Visualización de Datos y Storytelling,Tecnológico de Monterrey,Intermediate,Español,"5,980",FREE-Add a Verified Certificate for $49 USD,49.0
Negociación exitosa: Estrategias y habilidades esenciales (en español),The University of Michigan,Introductory,Español,0,FREE-Add a Verified Certificate for $49 USD,49.0
"Feeding a Hungry Planet: Agriculture, Nutrition and Sustainability",SDG Academy,Intermediate,English,"10,488",FREE-Add a Verified Certificate for $49 USD,49.0
Macroeconomics - The Basics,Doane University,Introductory,English,0,FREE-Add a Verified Certificate for $79 USD,79.0
Fundamentals of Financial Mathematics and Capital Budgeting,NYIF,Introductory,English,"5,410",FREE-Add a Verified Certificate for $99 USD,99.0
Gestión participativa: motivación y liderazgo organizacional,Universitat Politècnica de Valencia,Intermediate,Español,"23,441",FREE-Add a Verified Certificate for $79 USD,79.0
Herramientas de ciencia de datos: uso práctico,IBM,Introductory,Español,0,FREE-Add a Verified Certificate for $39 USD,39.0
Bienestar para el desarrollo personal y profesional,Universidades Anáhuac,Intermediate,Español,0,FREE-Add a Verified Certificate for $29 USD,29.0
Energía eléctrica: conceptos y principios básicos,Tecnológico de Monterrey,Intermediate,Español,"9,762",FREE-Add a Verified Certificate for $49 USD,49.0
Market Segmentation Analysis,The University of Queensland,Intermediate,English,"17,055",FREE-Add a Verified Certificate for $99 USD,99.0
Pensamento crítico: tomada de decisões fundamentadas,Tecnológico de Monterrey,Introductory,Português,0,FREE-Add a Verified Certificate for $149 USD,149.0
AP® English Literature & Composition – Part 2: Poems,"University of California, Berkeley",Introductory,English,"5,719",FREE-Add a Verified Certificate for $49 USD,49.0
"Electrical, Optical & Magnetic Materials and Devices",Massachusetts Institute of Technology,Intermediate,English,"16,905",FREE-Add a Verified Certificate for $150 USD,150.0
Advanced Cardiac Imaging: Cardiac Computed Tomography (CT),University of Hong Kong,Introductory,English,0,FREE-Add a Verified Certificate for $99 USD,99.0
How to Design a Successful Business Model,Delft University of Technology,Introductory,English,"33,656",FREE-Add a Verified Certificate for $99 USD,99.0
Ecodesign for Cities and Suburbs,University of British Columbia,Introductory,English,"28,472",FREE-Add a Verified Certificate for $99 USD,99.0
Agile Software Development,ETH Zurich,Introductory,English,"37,158",FREE-Add a Verified Certificate for $50 USD,50.0
Diseño de sistemas de información gerencial para intranet con Microsoft Access,Universidad del Rosario,Intermediate,Español,"9,144",FREE-Add a Verified Certificate for $49 USD,49.0
Essentials of Program Strategy and Evaluation,Stanford University,Introductory,English,0,FREE-Add a Verified Certificate for $50 USD,50.0
Gestão de Projetos de Desenvolvimento,Inter-American Development Bank,Introductory,Português,"28,337",FREE-Add a Verified Certificate for $49 USD,49.0
Innovation: From Plan to Product,The University of Queensland,Intermediate,English,"12,918",FREE-Add a Verified Certificate for $249 USD,249.0
Introduction to Database Queries,New York University,Introductory,English,0,FREE-Add a Verified Certificate for $166 USD,166.0
Climate Change: Carbon Capture and Storage,The University of Edinburgh,Introductory,English,"10,551",FREE-Add a Verified Certificate for $49 USD,49.0
Reservoir Geomechanics,Stanford University,Introductory,English,"5,280",FREE-Add a Verified Certificate for $129 USD,129.0
Fundamentos de administración estratégica,Universidades Anáhuac,Intermediate,Español,0,FREE-Add a Verified Certificate for $49 USD,49.0
IoT System Architecture: Design and Evaluation,Waseda University,Introductory,English,"5,914",FREE-Add a Verified Certificate for $99 USD,99.0
Noongar Language and Culture,Curtin University,Introductory,English,"10,858",FREE-Add a Verified Certificate for $139 USD,139.0
Sorting Truth From Fiction: Civic Online Reasoning,Massachusetts Institute of Technology,Introductory,English,0,FREE-Add a Verified Certificate for $49 USD,49.0
Sustainable Food Security: Food Access,Wageningen University & Research,Introductory,English,"18,943",FREE-Add a Verified Certificate for $49 USD,49.0
Bases Matemáticas: Integrales,Universitat Politècnica de Valencia,Introductory,Español,"23,703",FREE-Add a Verified Certificate for $50 USD,50.0
Epidemics II,University of Hong Kong,Introductory,English,"8,565",FREE-Add a Verified Certificate for $139 USD,139.0
Derechos humanos: Los derechos de las personas refugiadas,Amnesty International,Introductory,Español,"28,398",FREE-Add a Verified Certificate for $49 USD,49.0
Sign Language Science: Factors Contributing to Natural Learning,Georgetown University,Introductory,English,0,FREE-Add a Verified Certificate for $99 USD,99.0
Big Data Analytics,University of Adelaide,Intermediate,English,"43,009",FREE-Add a Verified Certificate for $199 USD,199.0
"A-level Mathematics for Year 13 - Course 1: Functions, Sequences and Series, and Numerical Methods",Imperial College London,Intermediate,English,"6,594",FREE-Add a Verified Certificate for $49 USD,49.0
